;Unnamed: 3;Unnamed: 4;join_num;text;Текст ответа;Тематика;Тематика ;normal_text
1331;;;308.0;"Добрый день. Приехали из за границы.  В поликлиниках тест на ковид не берут бесплатно. Сдавать только за свой счёт? Или они обязаны брать тест. Чем грозит не подача на госуслугах результата теста
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день приехать граница поликлиника тест ковид брать бесплатно сдавать свой счёт обязать брать тест грозить подача госуслуга результат тест
1332;;;135.0;"Здравствуйте. Помогите, пожалуйста, разобраться с проблемой. Я, Якимова

Анастасия Александровна, проживаю в г Братске. У меня 10.04 взяли мазок на

ковид, 14.08 пришло подтверждение короновирусной инфекции. Затем 19.08

взяли мазок у мужа и 20.08 взяли мазок у меня, но уже прошло 6 дней, а

результатов так и нет. От ГБ #5 мы не можем добиться ни каких ответов. У

меня не берут повторный мазок, так как нет результата предыдущего мазка. У

мужа 27.08 заканчивается изоляция и он не может выйти на работу без

результата мазка. Мы не можем сказать работодателям, когда мы выйдем на

работу или наоборот, потому что сами ни чего не знаем. На протяжении недели

мы пытаемся узнать свои результаты, на что каждый день нам говорят, что

позвоним завтра и это ""завтра"" не заканчивается. Пожалуйста, подскажите,

что нам делать в этой ситуации. Заранее, огромное спасибо!

";;;ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС;здравствовать помочь пожалуйста разобраться проблема якимов анастасий александр проживать год братск 1004 взять мазка ковид 1408 пришлый подтверждение короновирусный инфекция затем 1908 взять мазка муж 2008 взять мазка прошлый 6 день результат гб 5 мочь добиться ответ брать повторный мазка результат предыдущий мазка муж 2708 заканчиваться изоляция мочь выйти работа результат мазка мочь сказать работодатель выйти работа наоборот знать протяжение неделя пытаться узнать свой результат каждый день говорят позвонить завтра это завтра заканчиваться пожалуйста подсказать делать ситуация заранее огромный спасибо
1333;;;308.0;"В сентябре, хочу поехать на личном транспорте в Абхазию. Надо ли по возвращении  домой, сдавать анализ  на коронавирус и находиться  на 2х недельном карантин.  Спасибо
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";сентябрь хотеть поехать личный транспорт абхазия возвращение домой сдавать анализ коронавирус находиться 2 х недельный карантин спасибо
1334;;;37.0;"Здравствуйте. Такой вопрос : планирую в конце сентября 2020 года совершить поездку из Оренбургской области в г. Екатеринбург. При возвращении в Оренбургскую область
1) Нужно ли сообщать на работу?
2) Нужно ли соблюдать 2 недельный карантин?
3) Нужно ли сообщать в Роспотребнадзор?
4) И как быть одному из (супруга, супруги) прибывшим из другого региона?
--
Отправлено из Mail.ru для Android
";;;"ОГРАНИЧЕНИЯ, ПРОПУСКНАЯ СИСТЕМА И ПЕРЕМЕЩЕНИЕ МЕЖДУ СУБЪЕКТАМИ И РЕГИОНАМИ
";здравствовать вопрос планировать конец сентябрь 2020 год совершить поездка оренбургский область год екатеринбург возвращение оренбургский область 1 нужно сообщать работа 2 нужно соблюдать 2 недельный карантин 3 нужно сообщать роспотребнадзор 4 супруг супруга прибыть регион отправить mailru android
1335;;;3.0;"Что грозит если нарушить карантин? 
У меня нет мониторинга. 
";;;"ШТРАФЫ, НОРМАТИВНЫЕ АКТЫ И РЕКОМЕНДАЦИИ
";грозить нарушить карантин мониторинг
1336;;;12.0;">Добрый день. Если не выдали постановление, но посадили на карантин. Законно ли это? На руках только анализ крови. 
>С уважением, Ирина
";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";добрый день выдать постановление посадить карантин законно это рука анализ кровь уважение ирина
1337;;;308.0;"Здравствуйте! Мы граждане РФ. В случае пересечения границы Р. Беларусь - Российская Федерация (при въезде в РФ) наземным транспортом (личный автомобиль) необходима ли будет сдача теста на Covid-19?Также прошу указать номер документа, раздела, пункта и подпункта, которыми это регламентируется, в случае необходимости сдачи теста в нашей ситуации.
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать гражданин рф случай пересечение граница р беларусь российский федерация въезд рф наземный транспорт личный автомобиль необходимый сдача тест covid 19 также просить указать номер документ раздел пункт подпункт который это регламентироваться случай необходимость сдача тест наш ситуация
1338;;;37.0;"Добрый день, я белоруска,но на протяжении последних семи месяцев нахожусь в московской области,но к сожалению без регистрации, хочу полететь на море в Анапу, могут ли меня посадить на карантин так как я гражданка другого государства???
";;;"ОГРАНИЧЕНИЯ, ПРОПУСКНАЯ СИСТЕМА И ПЕРЕМЕЩЕНИЕ МЕЖДУ СУБЪЕКТАМИ И РЕГИОНАМИ
";добрый день белорускать протяжение последний семь месяц находиться московский областиный сожаление регистрация хотеть полететь мор анапа мочь посадить карантин гражданка государство
1339;;;135.0;"Добрый  вечер.Мой сын  сдал  тест 17 августа, получил результат мазка 18 августа. Сидит дома  с 17 августа, самоизолирован. Что ему дальше делать, как и когда сдавать повторный анализ. Анализ крови он также сдавввал 17 августа, когда будет известен результат по крови?

































";;;"ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС
";добрый вечермыть сын сдать тест 17 август получить результат мазка 18 август сидеть дом 17 август самоизолировать далёкий делать сдавать повторный анализ анализ кровь также сдавввал 17 август известный результат кровь
1340;;;257.0;"20.08 сдала кровь на ковид 19. 
21.08 сообщили положительный результат IgM 2,3.
23.08 подписала Согласие и лечусь дома. Взяли мазки на ПЦР.
25.08 Мазки отрицательные.

Симптомов ковида-19 у меня не было и не наблюдается сейчас.
Были симптомы ОРВИ, либо же отличной от ковида коронавирусной инфекции с 14.08 — лечилась противовирусными препаратами.
Потом присоединилась бактериальная инфекция.
20.08 при обращении к врачу получила лечение:
- Флемоксин Солютаб 1000
- пробиотик
- Мирамистин
- Лизобакт
- АЦЦ
- грудной сбор

Начала антибактериальное лечение по данной схеме 20.08. 
Лечилась препаратами из домашней аптечки, которые сегодня закончились.
Антибиотик хорошо помогает, надо пропить его в рекомендованном объеме.

Как и где (имея на то деньги) я могу приобрести необходимые мне препараты,
если антибиотики покупаются только в аптеках по рецепту???


С уважением,
Наталия Фомина
+7 (915) 212-7934
";;;"ОКАЗАНИЕ МЕДИЦИНСКОЙ ПОМОЩИ, ГОТОВНОСТЬ СТАЦИОНАРОВ И ВРАЧЕЙ
";2008 сдать кровь ковид 19 2108 сообщить положительный результат igm 23 2308 подписать согласие лечиться дом взять мазка пцр 2508 мазка отрицательный симптом ковид 19 наблюдаться симптом орвать либо отличный ковид коронавирусный инфекция 1408 — лечиться противовирусный препарат присоединиться бактериальный инфекция 2008 обращение врач получить лечение флемоксина солютаб 1000 пробиотик мирамистина лизобакт ацц грудной сбор начало антибактериальный лечение дать схема 2008 лечиться препарат домашний аптечка который сегодня закончиться антибиотик помогать пропить рекомендовать объём иметь деньга мочь приобрести необходимый препарат антибиотик покупаться аптека рецепт уважение наталия фомин 7 915 2127934
1341;;;327.0;"вакцинация обязательна?






";;;"Согласно пункту 2 статьи 5, пункту 3 статьи 11 Федерального закона от 17.09.1998 № 157-ФЗ «Об иммунопрофилактике инфекционных болезней» отсутствие у граждан, не имеющих медицинских противопоказаний, профилактических прививок влечетотказ в приеме граждан на работы или отстранение граждан от работ, выполнение которых связано с высоким риском заболевания инфекционными болезнями. Пунктом 12 Перечня работ, выполнение которых связано с высоким риском заболевания инфекционными болезнями и требует обязательного проведения профилактических прививок, утвержденного постановлением Правительства Российской Федерации
от 15 июля 1999 г. №825, работы в организациях, осуществляющих образовательную деятельность отнесены к работам, выполнение которых связано с высоким риском заболевания инфекционными болезнями, что требует обязательного проведения работникам профилактических прививок в соответствии с Национальным календарем профилактических прививок.Таким образом, работники детских образовательных и оздоровительных организаций (школ, детских садов, и т.п.) подлежат обязательной вакцинации, согласно приказу Министерства здравоохранения РФ от 21 марта 2014 г. N 125н «Об утверждении национального календаря профилактических прививок и календаря профилактических прививок по эпидемическим показаниям», в т.ч. вакцинации против гриппа.
Вместе с тем, Закон об иммунопрофилактике предусматривает возможность отказа от прививок (ст.5.Права и обязанности граждан при осуществлении иммунопрофилактики Федерального закона «Об иммунопрофилактике инфекционных болезней от 17 сентября 1998 года № 157 –ФЗ), который оформляется письменно родителем ребенка или иным законным представителем. При этом, в соответствии с упомянутым законом отсутствие профилактических прививок влечет временный отказ в приеме детей в детские образовательные и оздоровительные учреждения в случае возникновения или угрозе массовых инфекционных заболеваний.
Вы можете позвонить на телефон оперативного штаба по коронавирусной инфекции в Вашем регионе, где исходя из Вашей конкретной ситуации будут даны рекомендации.
Чат-бот по коронавирусной инфекции работает в тестовом режиме. Если ответ на Ваш вопрос не является исчерпывающим, то мы просим Вас позвонить в Единый консультационный центр Роспотребнадзора 8-800-555-49-43 и дождаться ответа оператора.
Были рады Вам помочь.
С уважением и заботой о Вас, Роспотребнадзор.
";вакцинация обязательный
1342;;;308.0;"
Регистрация прибывающих в Российскую Федерацию - я правильно понимаю, что это тоже необходимо заполнить на сайте до прилёта?
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";регистрация прибывать российский федерация правильно понимать это необходимый заполнить сайт прилёт
1343;;;210.0;"Мою мать преследуют с 69 поликлинике по г. Москве.
";;;"ГРУППЫ РИСКА 
";мать преследовать 69 поликлиника год москва
1344;;;37.0;"Какие правила для прилетающих  в Ростов -на -Дону авиапассажиров?Отправлено со смартфона Samsung Galaxy.




";;;"ОГРАНИЧЕНИЯ, ПРОПУСКНАЯ СИСТЕМА И ПЕРЕМЕЩЕНИЕ МЕЖДУ СУБЪЕКТАМИ И РЕГИОНАМИ
";правило прилетать ростов дон авиапассажировотправить смартфон samsung galaxy
1345;;;12.0;"
Добрый день. Вызвали участкового врача для открытия больничного листа по причине контакта с короновирусным больным. Он сказал что нужно предписание Роспотребнадзора. Каким образом его получить?
--
";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";добрый день вызвать участковый врач открытие больничный лист причина контакт короновирусный больной сказать нужно предписание роспотребнадзор образ получить
1346;;;308.0;"
Здравствуйте. Я вернулся с р. Казахстан после посещения родственников с 19.08.2020 по 25.08.2020. С людьми с симптомами или находящиеся на изоляции Не общался!
На границе замерили температуру и попросили заполнить бланк по дальнейшему месту нахождению в РФ.
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать вернуться р казахстан посещение родственник 19082020 25082020 человек симптом находиться изоляция общаться граница замерить температура попросить заполнить бланк дальнейший место нахождение рф
1347;;;328.0;"
Грипп
--
";;;"ВАКЦИНАЦИЯ
";грипп
1348;;;326.0;"Как сделать прививку от гриппа?
";;;"ВАКЦИНАЦИЯ
";сделать прививка грипп
1349;;;135.0;"Добрый день. Малыгина Тамара Гавриловна, год рождения 1950,  9 ноября,  сдавала 20 августа 2020 г. анализ мазки из горла и носа, хочу знать результаты анализов

-- 
Малыгина Тамара
";;;"ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС
";добрый день малыгин тамара гаврило год рождение 1950 9 ноябрь сдавать 20 август 2020 год анализ мазка горло нос хотеть знать результат анализ малыгин тамара
1350;;;135.0;"
Здравствуйте, разъясните пожалуйста ситуацию с лицензиями разрешающими работу по проведению тестирования путем взятия проб с носоглотки. Я, работаю вахтовым методом в АО ""ЯЖДК"" перед началом вахты, я прошел тестирование, с заключением соответствующего договора оказания услуг, приехав на работу я сдал документы на работе, для возврата мне средств, но в бухгалтерии с меня потребовали разрешительную лицензию фирмы ООО Сана тест г. ОРЕЛ, в фирме мне сказали, что лицкнзии на ковид нет, но прислали мне список фирм разрешенным ведение работы на определение наличия вируса в организме человека, оформленного РОСПОТРЕБНАДЗОРОМ, подскажите лицензируется ли данная деятельность или выдавалась ли лицензия указанной лаборатории. Заранее спасибо.
С Уважением, Хващилин С. В.
--
Отправлено из Mail.ru для Android
";;;"ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС
";здравствовать разъяснить пожалуйста ситуация лицензия разрешать работа проведение тестирование путём взятие проба носоглотка работать вахтовый метод ао яждк начало вахта пройти тестирование заключение соответствующий договор оказание услуга приехать работа сдать документ работа возврат средство бухгалтерия потребовать разрешительный лицензия фирма ооо сан тест год орёл фирма сказать лицкнзия ковид прислать список фирма разрешить ведение работа определение наличие вирус организм человек оформить роспотребнадзор подсказать лицензироваться дать деятельность выдаваться лицензия указанный лаборатория заранее спасибо уважение хващилина отправить mailru android
1351;;;43.0;"
Здравствуйте, по адресу Кирова 7/2 кв 55 22.08.2020 г выявлен больной с положительным анализом ковид. Дезинфекция подъезда когда будет проводиться ?
";;;"ДЕЗИНФЕКЦИЯ ОТКРЫТЫХ ПРОСТРАНСТВ И МНОГОКВАРТИРНЫХ ДОМОВ
";здравствовать адрес киров 7 2 кв 55 22082020 год выявить больной положительный анализ ковид дезинфекция подъезд проводиться
1352;;;308.0;"Здравствуйте, я прибыла из РК, нужно ли мне самоизоляция и сдача теста ПЦР

методом ? И как изменить адрес прибывания? Мне на границе РФ не выписывали
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать прибыть рк нужно самоизоляция сдача тест пцр метод изменить адрес прибывания граница рф выписывать
1353;;;257.0;"Больница закрыта на карантин по КОВИД, человека, находящегося по общему

заболеванию выписывают, могут ли выписать и какие документы относительно

ковид должны сопровождать выписку
";;;"ОКАЗАНИЕ МЕДИЦИНСКОЙ ПОМОЩИ, ГОТОВНОСТЬ СТАЦИОНАРОВ И ВРАЧЕЙ
";больница закрытый карантин ковид человек находиться общий заболевание выписывать мочь выписать документ относительно ковид должный сопровождать выписка
1354;;;308.0;"Здравствуйте!

Вопрос 1:
Какие Лаборатории в Ростове-на-Дону имеют право делать тест на коронавирус? На сайте Роспотребнадзора в перечне лабораторий вообще нет Ростова-на-Дону!

Вопрос 2:
В сентябре еду с семьей: 2 взрослых и 2 ребенка 10 и 12 лет в Абхазию. По возвращении в Россию мы все обязаны сдать тест на коронавирус методом ПЦР?

Вопрос 3:
Тесты на коронавирус в нашем случае платные для взрослых и детей или есть льготы?

Спасибо, Анжелика Алексеевна
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать вопрос 1 лаборатория ростовенадон иметь право делать тест коронавирус сайт роспотребнадзор перечень лаборатория вообще ростованадон вопрос 2 сентябрь еда семья 2 взрослый 2 ребёнок 10 12 год абхазия возвращение россия весь обязать сдать тест коронавирус метод пцр вопрос 3 тест коронавирус наш случай платный взрослый ребёнок льгота спасибо анжелика алексей
1355;;;12.0;"
Здравствуйте! 20.08.2020 у моих детей был контакт в детском саду с больным ковид. 25.08.2020 года у всей группы детского сада взяли анализы, группу закрыли, выписали постановления. Прошу разъяснить мне порядок моих дальнейших действий. 
";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";здравствовать 20082020 ребёнок контакт детский сад больной ковид 25082020 год весь группа детский сад взять анализ группа закрыть выписать постановление просить разъяснить порядок дальнейший действие
1356;;;308.0;"Здравствуйте 25 августа прилетели из Турции и 25 августа сдали тест готов результат будет 31 августа .Как уведомить что тест сдан но результат позже 3х дней?
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать 25 август прилететь турция 25 август сдать тест готовый результат 31 август уведомить тест сдать результат поздний 3 х день
1357;;;135.0;"Здравствуйте. Ребенок поступил в вуз. Для заселения в общежития требуется тест на коронавирус. Подскажите, какого типа анализы действительны для таких справок? Только мазок или на антитела тоже можно?
В нашем городе мазок сдать проблематично";;;"ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС
";здравствовать ребёнок поступить вуз заселение общежитие требоваться тест коронавирус подсказать тип анализ действительный справка мазка антитело наш город мазка сдать проблематично
1358;;;1.0;"Здравствуйте!
Вчера позвонили из РПН, сообщили, что у меня ковид. По телефону не смог

получить ответы на вопросы (сказали, что вся информация будет в

дальнейшем), хотелось бы узнать про некое приложение, которое нужно

устанавливать всем тем, кто садится на самоизоляцию. Что это за приложение?

Можно ли ставить на своё устройство? Мне нужно самому там регистрироваться

или же у меня там уже будет связанный аккаунт?

Извините, если я обращаюсь не по адресу (в таком случае прошу перенаправить

в нужную инстанцию).



С уважением.";;;КАРАНТИН, ИЗОЛЯЦИЯ, САМОИЗОЛЯЦИЯ;здравствовать вчера позвонить рпн сообщить ковид телефон смочь получить ответ вопрос сказать весь информация дальнейший хотеться узнать некий приложение который нужно устанавливать весь садиться самоизоляция это приложение ставить свой устройство нужно самый регистрироваться связанный аккаунт извинить обращаться адрес случай просить перенаправить нужный инстанция уважение
1359;;;257.0;"Здравствуйте. Обращается к Вам Холодов Дмитрий Александрович. Проживающий по адресу г.. Симферополь, ул. Марка Донского дом8, кв. 88. У меня методом ПЦР диагностики 21.08.20г. определена РНК коронавируса. Контактные лица моя семья: жена и двое детей. Меня госпитализировали 21.08.2020г., мне обещали, что у семьи возьмут тесты, но до сегодняшнего числа никто тесты им не проводил. Они находятся в изоляции дома, а получить информацию по телефонам невозможно. Помогите решить этот вопрос.
--";;;ОКАЗАНИЕ МЕДИЦИНСКОЙ ПОМОЩИ, ГОТОВНОСТЬ СТАЦИОНАРОВ И ВРАЧЕЙ;здравствовать обращаться холод дмитрий александр проживать адрес год симферополь ул марка донской дом 8 кв 88 метод пцр диагностика 210820 год определить рнк коронавирус контактный лицо семья жена двое ребёнок госпитализировать 21082020 год обещать семья взять тест сегодняшний число никто тест имя проводить находиться изоляция дом получить информация телефон невозможно помочь решить вопрос
1360;;;56.0;Здравствуйте! Скажите пожалуйста, обязаны ли ИП занимающиеся доп образованием уведомлять Роспотребнадзор о начале деятельности, если ИП без сотрудников?;;;МЕРЫ В ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЯХ;здравствовать сказать пожалуйста обязать ип заниматься доп образование уведомлять роспотребнадзор начало деятельность ип сотрудник
1361;;;135.0;Какая схема забора мазков на коронавирус?;;;ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС;схема забор мазок коронавирус
1362;;;308.0;"    Добрый день!

     22.08.2020 г. вернулись из поездки в Турцию, сдали тест ПЦР на COVID-19 (результат  отрицательный). 
     Заявление «Предоставление сведений о результатах теста на новую коронавирусную инфекцию для прибывающих на территорию Российской Федерации из зарубежных стран» № 902073518 в Роспотребнадзоре зарегистрировано 23.08.2020 г. Никаких признаков заболевания нет, с заболевшими не контактировали.
    В школе № 134 по Красногвардейскому району Санкт-Петербурга настаивают о соблюдении 14-ти дневной самоизоляции, отказывают о приеме сына в учебное заведение с 1 по 4 сентября 2020 года. 
   Правомерно ли это? Есть ли на 25.08.2020 года Распоряжение об обязательной самоизоляции после поездки за границу?

--
С уважением,";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день 22082020 год вернуться поездка турция сдать тест пцр covid 19 результат отрицательный заявление « предоставление сведение результат тест новый коронавирусный инфекция прибывать территория российский федерация зарубежный страна » № 902073518 роспотребнадзор зарегистрировать 23082020 год никакой признак заболевание заболеть контактировать школа № 134 красногвардейский район санктпетербург настаивать соблюдение 14 ти дневный самоизоляция отказывать приём сын учебный заведение 1 4 сентябрь 2020 год правомерно это 25082020 год распоряжение обязательный самоизоляция поездка граница уважение
1363;;;308.0;Есть ли сейчас обсервация после перелета из Самары в Симферополь (Крым)?;;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";обсервация перелёт самара симферополь крым
1364;;;135.0;"Добрый день. 
Скажите, пожалуйста, где в городе Владимир можно сдать тест пцр на короновирус бесплатно?";;;ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС;добрый день сказать пожалуйста город владимир сдать тест пцр короновирус бесплатно
1365;;;308.0;"Добрый день!

Сегодня прибываю из Стамбула, поэтому возникло несколько вопросов:

1. Где можно сдать тест на коронавирус и по какой стоимости, необходимый для заполнения анкеты в гос.услугах?

2. Что делать, если нет возможности сдать тест в течении трёх календарных дней с момента прибытия по уважительной причине (рабочие смены на работе)?



Спасибо.

С уважением, Ковган Мария.";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день сегодня прибывать стамбул поэтому возникнуть несколько вопрос 1 сдать тест коронавирус стоимость необходимый заполнение анкета госуслуга 2 делать возможность сдать тест течение календарный день момент прибытие уважительный причина рабочий смена работа спасибо уважение ковгать мария
1366;;;308.0;Здравствуйте! Я собираюсь приехать в Саратов, есть ли там какие-то ограничения? На карантине не придется сидеть?;;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать собираться приехать саратов какиеть ограничение карантин прийтись сидеть
1367;;;308.0;Здравствуйте. Гражданин России с постоянным видом на жительство в Эстонии приезжает к родственникам в РФ. Каким образом он должен уведомить и кого об отрицательном тесте на ковид (сдаст при приезде) ? Какова вся процедура в целом?;;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать гражданин россия постоянный вид жительство эстония приезжать родственник рф образ должный уведомить отрицательный тест ковид сдать приезд каков весь процедура целое
1368;;;308.0;отдыхала в абхазии, пересекла сухопутную границу, прибыла в Россию, из аэропорта в Адлере вылетела в г. Киров, никаких анкет заполнять ни на границе ни в аэропортах, ни на борту самолёта не давали. какие мои дальнейшие действия:  куда я должна сообщить об отдыхе в другой стране, должна ли сдать анализ на короновирус, нужно ли уйти на самоизоляцию?;;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";отдыхать абхазия пересечь сухопутный граница прибыть россия аэропорт адлер вылететь год киров никакой анкета заполнять граница аэропорт борт самолёт давать дальнейший действие должный сообщить отдых страна должный сдать анализ короновирус нужно уйти самоизоляция
1369;;;6.0;"Здравствуйте. У нас планово должны были положить в стационар в Пермь 26 авг. В поликлинике 25.08 сказали нам, что анализ на Covid-19 сомнительный, его отправили в Роспотребнадзор на повторное обследование. Ребёнок Мякотников Александр Владимирович, 28.03.2010 г., имеет статус инвалидности.
г. Чусовой, Пермский край.
Нам нужно срочно узнать результат анализа!";;;ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС;здравствовать планово должный положить стационар пермь 26 авг поликлиника 2508 сказать анализ covid 19 сомнительный отправить роспотребнадзор повторный обследование ребёнок мякотник александр владимир 28032010 год иметь статус инвалидность год чусовая пермский край нужно срочно узнать результат анализ
1370;;;70.0;"Добрый день! Проинформируйте пожалуйста по данному вопросу. В Самарской

области сейчас масочный режим, с какого возраста ребенок должен носить

маску? Малыш пугается и срывает ее. Получается никуда в общественное место

мы зайти не можем?

";;;"СРЕДСТВА ИНДИВИДУАЛЬНОЙ ЗАЩИТЫ ( МАСКИ, ПЕРЧАТКИ)
";добрый день проинформировать пожалуйста дать вопрос самарский область масочный режим возраст ребёнок должный носить маска малыш пугаться срывать получаться никуда общественный место зайти мочь
1371;;;308.0;Здравствуйте. Подскажите пожалуйста. Вчера прилетел из Турции обратно в Ижевск. По поводу тестирования по возвращении нигде никто не объяснял и направлений не давал, только заполнили анкеты в самолёте. Есть ли какие-то официальные документы, регламентирующие данную процедуру тестирования? Обязательна ли она на данный момент или носит рекомендательный характер? Например, ваш бот на телефоне 88005554943 говорит, что обязательно нужно тестироваться исключительно по направлению врача, а остальное добровольно в коммерческих организациях. (важно знать, т.к. у нас в городе не проводится бесплатное тестирование, только в коммерческих организациях);;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать подсказать пожалуйста вчера прилететь турция обратно ижевск повод тестирование возвращение нигде никто объяснять направление давать заполнить анкета самолёт какиеть официальный документ регламентировать данный процедура тестирование обязательный данный момент носить рекомендательный характер например ваш бот телефон 88005554943 говорить обязательно нужно тестироваться исключительно направление врач остальной добровольно коммерческий организация важный знать тк город проводиться бесплатный тестирование коммерческий организация
